VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,   "rms[Rho_1]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,          23,       -4.62794071,       -7.62750636,     -0.7391846912,      -2.274355844,      -3.314895152,       2.856448122,      -4.428673948,    9.40599021e-05,  -4.099990629e-05,  -0.0004686310732,   3.206785847e-15,   3.413586766e-05,  -0.0003901747527,    9.40599021e-05,  -0.0004686310732,  -4.099990629e-05,     -0.4358914413
          0,           0,          24,      -4.628345742,      -7.627911405,      -0.739716648,      -2.248897717,      -3.289460534,       2.856041535,      -4.429078977,   9.964800218e-05,  -4.338450074e-05,  -0.0004958871124,   3.897807448e-15,   3.613801016e-05,  -0.0004130593461,   9.964800218e-05,  -0.0004958871124,  -4.338450074e-05,     -0.4353775268
          0,           0,          25,      -4.628753244,       -7.62831892,     -0.7402549663,      -2.224183002,      -3.264769409,       2.855632504,      -4.429486473,   0.0001054042369,  -4.583536241e-05,  -0.0005239005895,   4.718300974e-15,   3.819705199e-05,  -0.0004365943019,   0.0001054042369,  -0.0005239005895,  -4.583536241e-05,      -0.434853131
          0,           0,          26,      -4.629163366,      -7.628729057,     -0.7407999014,      -2.200153894,      -3.240763982,        2.85522088,      -4.429896589,   0.0001113331557,   -4.83539985e-05,  -0.0005526887316,   5.686722345e-15,   4.031428573e-05,  -0.0004607943942,   0.0001113331557,  -0.0005526887316,   -4.83539985e-05,     -0.4343180449
          0,           0,          27,      -4.629576268,      -7.629141974,     -0.7413517164,      -2.176759276,      -3.217393144,       2.854806512,      -4.430309481,   0.0001174393978,   -5.09419293e-05,   -0.000582268916,   6.822762484e-15,   4.249101289e-05,  -0.0004856744994,   0.0001174393978,   -0.000582268916,   -5.09419293e-05,     -0.4337720583
          0,           0,          28,      -4.629992113,      -7.629557836,     -0.7419106826,       -2.15395375,      -3.194611505,       2.854389238,      -4.430725311,   0.0001237276927,  -5.360068731e-05,   -0.000612658659,   8.147153104e-15,   4.472854284e-05,  -0.0005112495837,   0.0001237276927,   -0.000612658659,  -5.360068731e-05,     -0.4332149589
          0,           0,          29,      -4.630411072,      -7.629976812,     -0.7424770796,      -2.131696833,      -3.172378593,       2.853968895,      -4.431144248,   0.0001302028606,  -5.633181618e-05,  -0.0006438756048,   9.681648421e-15,   4.702819171e-05,  -0.0005375346905,   0.0001302028606,  -0.0006438756048,  -5.633181618e-05,     -0.4326465325
          0,           0,          30,      -4.630833324,      -7.630399081,     -0.7430511955,      -2.109952293,      -3.150658187,       2.853545309,      -4.431566468,   0.0001368698129,   -5.91368696e-05,   -0.000675937512,   1.144877096e-14,   4.939128113e-05,  -0.0005645449262,   0.0001368698129,   -0.000675937512,   -5.91368696e-05,     -0.4320665627
          0,           0,          31,      -4.631259052,      -7.630824828,     -0.7436333276,      -2.088687593,      -3.129417759,       2.853118302,      -4.431992152,   0.0001437335521,  -6.201741006e-05,  -0.0007088622401,   1.347190357e-14,   5.181913694e-05,  -0.0005922954449,   0.0001437335521,  -0.0007088622401,  -6.201741006e-05,     -0.4314748308
          0,           0,          32,       -4.63168845,      -7.631254246,      -0.744223782,      -2.067873424,      -3.108628013,       2.852687688,      -4.432421486,   0.0001507991722,  -6.497500755e-05,  -0.0007426677339,   1.577510871e-14,   5.431308768e-05,  -0.0006208014323,   0.0001507991722,  -0.0007426677339,  -6.497500755e-05,     -0.4308711155
          0,           0,          33,      -4.632121718,      -7.631687534,     -0.7448228747,      -2.047483308,       -3.08826248,       2.852253272,      -4.432854663,   0.0001580718588,  -6.801123809e-05,  -0.0007773720077,   1.838327988e-14,   5.687446315e-05,  -0.0006500780878,   0.0001580718588,  -0.0007773720077,  -6.801123809e-05,     -0.4302551928
          0,           0,          34,      -4.632559064,      -7.632124901,     -0.7454309309,      -2.027493262,      -3.068297191,       2.851814853,      -4.433291881,   0.0001655568887,  -7.112768222e-05,   -0.000812993127,    2.13219892e-14,   5.950459267e-05,  -0.0006801406057,   0.0001655568887,   -0.000812993127,  -7.112768222e-05,     -0.4296268358
          0,           0,          35,      -4.633000705,      -7.632566563,     -0.7460482858,      -2.007881513,      -3.048710384,       2.851372223,      -4.433733342,   0.0001732596296,  -7.432592338e-05,  -0.0008495491906,   2.461782782e-14,   6.220480338e-05,  -0.0007110041551,   0.0001732596296,  -0.0008495491906,  -7.432592338e-05,     -0.4289858148
          0,           0,          36,      -4.633446865,      -7.633012746,      -0.746675285,      -1.988628246,      -3.029482257,       2.850925163,      -4.434179251,   0.0001811855403,   -7.76075461e-05,  -0.0008870583098,   2.829830462e-14,   6.497641831e-05,  -0.0007426838586,   0.0001811855403,  -0.0008870583098,   -7.76075461e-05,     -0.4283318967
          0,           0,          37,      -4.633897778,      -7.633463683,     -0.7473122841,      -1.969715395,      -3.010594758,       2.850473449,      -4.434629817,   0.0001893401692,  -8.097413417e-05,  -0.0009255385873,   3.239201411e-14,   6.782075447e-05,  -0.0007751947695,   0.0001893401692,  -0.0009255385873,  -8.097413417e-05,     -0.4276648452
          0,           0,          38,      -4.634353688,      -7.633919618,     -0.7479596493,      -1.951126458,      -2.992031398,       2.850016845,      -4.435085245,   0.0001977291548,  -8.442726865e-05,  -0.0009650080947,    3.69288716e-14,   7.073912064e-05,  -0.0008085518473,   0.0001977291548,  -0.0009650080947,  -8.442726865e-05,     -0.4269844208
          0,           0,          39,      -4.634814847,      -7.634380803,     -0.7486177577,      -1.932846335,      -2.973777091,       2.849555108,      -4.435545741,   0.0002063582239,  -8.796852574e-05,   -0.001005484848,   4.194017866e-14,   7.373281523e-05,  -0.0008427699329,   0.0002063582239,   -0.001005484848,  -8.796852574e-05,     -0.4262903803
          0,           0,          40,      -4.635281516,      -7.634847498,      -0.749286997,      -1.914861187,      -2.955818014,       2.849087985,      -4.436011503,   0.0002152331912,   -9.15994746e-05,   -0.001046986783,    4.74586259e-14,   7.680312385e-05,  -0.0008778637207,   0.0002152331912,   -0.001046986783,   -9.15994746e-05,     -0.4255824767
          0,           0,          41,      -4.635753968,      -7.635319977,     -0.7499677661,      -1.897158317,      -2.938141484,       2.848615216,      -4.436482717,   0.0002243599583,  -9.532167495e-05,   -0.001089531728,   5.351891328e-14,   7.995131685e-05,  -0.0009138477312,   0.0002243599583,   -0.001089531728,  -9.532167495e-05,     -0.4248604594
          0,           0,          42,      -4.636232482,       -7.63579852,     -0.7506604753,      -1.879726058,       -2.92073585,       2.848136527,      -4.436959552,   0.0002337445118,  -9.913667462e-05,   -0.001133137373,   6.015718613e-14,    8.31786467e-05,  -0.0009507362799,   0.0002337445118,   -0.001133137373,  -9.913667462e-05,      -0.424124074
          0,           0,          43,      -4.636717352,      -7.636283419,     -0.7513655459,       -1.86255368,        -2.9035904,       2.847651637,      -4.437442151,   0.0002433929228,  -0.0001030460069,   -0.001177821246,   6.741197092e-14,   8.648634521e-05,  -0.0009885434465,   0.0002433929228,   -0.001177821246,  -0.0001030460069,     -0.4233730617
          0,           0,          44,      -4.637208879,      -7.636774976,     -0.7520834108,      -1.845631304,      -2.886695271,       2.847160256,      -4.437930621,   0.0002533113447,  -0.0001070511879,   -0.001223600674,   7.532355283e-14,   8.987562065e-05,   -0.001027283042,   0.0002533113447,   -0.001223600674,  -0.0001070511879,     -0.4226071598
          0,           0,          45,      -4.637707375,      -7.637273503,     -0.7528145145,      -1.828949832,      -2.870041381,       2.846662082,      -4.438425019,   0.0002635060115,  -0.0001111537135,   -0.001270492755,   8.393461826e-14,   9.334765473e-05,   -0.001066968573,   0.0002635060115,   -0.001270492755,  -0.0001111537135,     -0.4218261014
          0,           0,          46,      -4.638213164,      -7.637779324,      -0.753559313,      -1.812500872,      -2.853620358,       2.846156803,      -4.438925335,   0.0002739832362,  -0.0001153550565,   -0.001318514325,   9.329025434e-14,   9.690359935e-05,   -0.001107613205,   0.0002739832362,   -0.001318514325,  -0.0001153550565,     -0.4210296151
          0,           0,          47,      -4.638726581,      -7.638292773,     -0.7543182741,      -1.796276688,      -2.837424484,       2.845644096,      -4.439431472,   0.0002847494085,  -0.0001196566632,   -0.001367681914,   1.034379521e-13,   0.0001005445734,   -0.001149229728,   0.0002847494085,   -0.001367681914,  -0.0001196566632,     -0.4202174249
          0,           0,          48,      -4.639247969,      -7.638814194,     -0.7550918773,       -1.78027014,       -2.82144664,       2.845123629,      -4.439943214,   0.0002958109926,  -0.0001240599505,   -0.001418011718,   1.144278321e-13,    0.000104271659,   -0.001191830512,   0.0002958109926,   -0.001418011718,  -0.0001240599505,     -0.4193892506
          0,           0,          49,      -4.639777687,      -7.639343944,     -0.7558806136,      -1.764474641,      -2.805680257,       2.844595058,      -4.440460194,   0.0003071745247,  -0.0001285663021,   -0.001469519551,   1.263127611e-13,   0.0001080858983,   -0.001235427466,   0.0003071745247,   -0.001469519551,  -0.0001285663021,     -0.4185448067
          0,           0,          50,        -4.6403161,       -7.63988239,     -0.7566849861,      -1.748884112,      -2.790119278,       2.844058028,      -4.440981851,   0.0003188466104,  -0.0001331770649,   -0.001522220811,   1.391484333e-13,   0.0001119882894,      -0.001280032,   0.0003188466104,   -0.001522220811,  -0.0001331770649,     -0.4176838034
          0,           0,          51,      -4.640863588,      -7.640429911,     -0.7575055092,      -1.733492945,      -2.774758115,       2.843512173,      -4.441507371,   0.0003308339217,  -0.0001378935456,   -0.001576130432,   1.529933559e-13,   0.0001159797823,   -0.001325654972,   0.0003308339217,   -0.001576130432,  -0.0001378935456,     -0.4168059456
          0,           0,          52,      -4.641420542,      -7.640986896,      -0.758342709,      -1.718295967,      -2.759591619,       2.842957116,      -4.442035619,   0.0003431431945,  -0.0001427170063,    -0.00163126284,   1.679092075e-13,   0.0001200612751,   -0.001372306647,   0.0003431431945,    -0.00163126284,  -0.0001427170063,     -0.4159109335
          0,           0,          53,      -4.641987363,      -7.641553747,     -0.7591971233,       -1.70328841,      -2.744615045,       2.842392469,      -4.442565051,   0.0003557812246,   -0.000147648661,   -0.001687631909,   1.839607647e-13,   0.0001242336096,   -0.001419996648,   0.0003557812246,   -0.001687631909,   -0.000147648661,     -0.4149984618
          0,           0,          54,      -4.642564464,      -7.642130876,     -0.7600693011,      -1.688465883,      -2.729824024,       2.841817833,      -4.443093605,   0.0003687548648,  -0.0001526896706,   -0.001745250912,   2.012159119e-13,   0.0001284975669,   -0.001468733902,   0.0003687548648,   -0.001745250912,  -0.0001526896706,     -0.4140682204
          0,           0,          55,      -4.643152271,      -7.642718708,     -0.7609598025,      -1.673824346,      -2.715214541,       2.841232796,      -4.443618561,   0.0003820710213,  -0.0001578411395,   -0.001804132471,   2.197460435e-13,   0.0001328538627,    -0.00151852659,   0.0003820710213,   -0.001804132471,  -0.0001578411395,     -0.4131198933
          0,           0,          56,       -4.64375122,      -7.643317678,     -0.7618691988,      -1.659360086,       -2.70078291,       2.840636937,      -4.444136363,   0.0003957366493,  -0.0001631041104,   -0.001864288502,   2.396257392e-13,   0.0001373031427,   -0.001569382093,   0.0003957366493,   -0.001864288502,  -0.0001631041104,     -0.4121531597
          0,           0,          57,      -4.644361759,      -7.643928234,     -0.7627980722,      -1.645069698,      -2.686525749,       2.840029822,      -4.444642389,   0.0004097587498,  -0.0001684795598,   -0.001925730169,   2.609330954e-13,   0.0001418459777,   -0.001621306933,   0.0004097587498,   -0.001925730169,  -0.0001684795598,     -0.4111676928
          0,           0,          58,      -4.644984347,      -7.644550834,     -0.7637470153,      -1.630950062,      -2.672439968,       2.839411006,      -4.445130702,   0.0004241443646,  -0.0001739683931,   -0.001988467819,    2.83749803e-13,   0.0001464828583,   -0.001674306721,   0.0004241443646,   -0.001988467819,  -0.0001739683931,     -0.4101631605
          0,           0,          59,      -4.645619455,      -7.645185951,     -0.7647166311,      -1.616998332,      -2.658522747,       2.838780032,      -4.445593689,   0.0004389005721,  -0.0001795714398,   -0.002052510936,   3.081609322e-13,   0.0001512141902,   -0.001728386091,   0.0004389005721,   -0.002052510936,  -0.0001795714398,     -0.4091392248
          0,           0,          60,      -4.646267566,      -7.645834067,     -0.7657075323,      -1.603211913,       -2.64477152,       2.838136434,      -4.446021552,   0.0004540344827,  -0.0001852894483,   -0.002117868071,   3.342554381e-13,   0.0001560402881,   -0.001783548641,   0.0004540344827,   -0.002117868071,  -0.0001852894483,     -0.4080955421
          0,           0,          61,      -4.646929173,      -7.646495675,     -0.7667203415,      -1.589588451,      -2.631183964,       2.837479732,       -4.44640172,   0.0004695532337,  -0.0001911230805,    -0.00218454679,   3.621257528e-13,   0.0001609613707,   -0.001839796871,   0.0004695532337,    -0.00218454679,  -0.0001911230805,     -0.4070317629
          0,           0,          62,      -4.647604781,      -7.647171283,     -0.7677556905,       -1.57612582,      -2.617757982,       2.836809435,       -4.44671797,   0.0004854639844,  -0.0001970729063,   -0.002252553609,   3.918680896e-13,   0.0001659775546,   -0.001897132115,   0.0004854639844,   -0.002252553609,  -0.0001970729063,     -0.4059475319
          0,           0,          63,      -4.648294907,      -7.647861405,     -0.7688142198,      -1.562822108,      -2.604491693,       2.836125043,      -4.446949323,   0.0005017739107,  -0.0002031393984,   -0.002321893929,   4.235820629e-13,    0.000171088849,   -0.001955554475,   0.0005017739107,   -0.002321893929,  -0.0002031393984,     -0.4048424878
          0,           0,          64,      -4.649000076,       -7.64856657,     -0.7698965782,      -1.549675605,      -2.591383422,       2.835426043,      -4.447068342,   0.0005184901994,  -0.0002093229259,   -0.002392571971,   4.573711534e-13,   0.0001762951488,   -0.002015062754,   0.0005184901994,   -0.002392571971,  -0.0002093229259,     -0.4037162633
          0,           0,          65,      -4.649720826,      -7.649287315,     -0.7710034226,      -1.536684797,      -2.578431687,       2.834711911,      -4.447038688,   0.0005356200427,  -0.0002156237492,   -0.002464590709,   4.933424403e-13,   0.0001815962295,   -0.002075654381,   0.0005356200427,   -0.002464590709,  -0.0002156237492,     -0.4025684851
          0,           0,          66,      -4.650457706,       -7.65002419,     -0.7721354171,      -1.523848354,      -2.565635193,       2.833982113,      -4.446811512,    0.000553170632,  -0.0002220420133,   -0.002537951802,   5.316065122e-13,   0.0001869917399,   -0.002137325346,    0.000553170632,   -0.002537951802,  -0.0002220420133,     -0.4013987737
          0,           0,          67,      -4.651211274,      -7.650777752,     -0.7732932327,      -1.511165122,      -2.552992822,       2.833236104,      -4.446327851,   0.0005711491518,  -0.0002285777422,   -0.002612655524,   5.722772299e-13,   0.0001924811963,   -0.002200070119,   0.0005711491518,   -0.002612655524,  -0.0002285777422,     -0.4002067437
          0,           0,          68,        -4.6519821,      -7.651548573,     -0.7744775466,      -1.498634116,      -2.540503627,       2.832473327,      -4.445493206,   0.0005895627736,  -0.0002352308323,   -0.002688700689,   6.154719769e-13,   0.0001980639759,   -0.002263881579,   0.0005895627736,   -0.002688700689,  -0.0002352308323,     -0.3989920036
          0,           0,          69,      -4.652770763,      -7.652337231,     -0.7756890418,      -1.486254512,      -2.528166822,       2.831693215,      -4.444158955,    0.000608418649,  -0.0002420010459,   -0.002766084583,   6.613111745e-13,   0.0002037393096,   -0.002328750939,    0.000608418649,   -0.002766084583,  -0.0002420010459,     -0.3977541556
          0,           0,          70,      -4.653577852,      -7.653144315,     -0.7769284063,      -1.474025645,      -2.515981781,       2.830895192,      -4.442124376,   0.0006277239029,  -0.0002488880053,   -0.002844802887,   7.099181178e-13,   0.0002095062758,   -0.002394667662,   0.0006277239029,   -0.002844802887,  -0.0002488880053,     -0.3964927959
          0,           0,          71,      -4.654403967,      -7.653970427,     -0.7781963327,      -1.461946997,      -2.503948027,        2.83007867,      -4.439144434,   0.0006474856268,  -0.0002558911854,     -0.0029248496,   7.614188516e-13,   0.0002153637929,   -0.002461619387,   0.0006474856268,     -0.0029248496,  -0.0002558911854,     -0.3952075148
          0,           0,          72,      -4.655249717,      -7.654816173,     -0.7794935174,      -1.450018196,       -2.49206523,       2.829243049,      -4.434720524,   0.0006677108716,  -0.0002630099077,   -0.003006216965,   8.159418419e-13,   0.0002213106128,   -0.002529591847,   0.0006677108716,   -0.003006216965,  -0.0002630099077,     -0.3938978964
          0,           0,          73,      -4.656119044,      -7.655685498,     -0.7808228241,      -1.438279983,      -2.480371272,       2.828384389,      -4.428221801,   0.0006884062846,  -0.0002702431373,   -0.003088893156,   8.736168584e-13,   0.0002273450762,   -0.002598566076,   0.0006884062846,   -0.003088893156,  -0.0002702431373,     -0.3925634373
          0,           0,          74,      -4.657026694,      -7.656593146,     -0.7821953434,       -1.42686022,      -2.468985159,       2.827487976,      -4.418739812,   0.0007095772592,  -0.0002775890126,   -0.003172856892,   9.345693996e-13,   0.0002334645698,   -0.002668512206,   0.0007095772592,   -0.003172856892,  -0.0002775890126,     -0.3912033665
          0,           0,          75,      -4.657996235,      -7.657562686,     -0.7836319015,       -1.41585245,      -2.458000088,       2.826530435,      -4.404865354,    0.000731227843,  -0.0002850447919,   -0.003258076836,   9.988813327e-13,   0.0002396655163,   -0.002739389347,    0.000731227843,   -0.003258076836,  -0.0002850447919,     -0.3898166551
          0,           0,          76,       -4.65906022,      -7.658626671,     -0.7851622201,      -1.405351562,      -2.447515682,        2.82547949,       -4.38487083,   0.0007533602814,  -0.0002926065993,   -0.003344508688,   1.066616329e-12,   0.0002459430791,   -0.002811142215,   0.0007533602814,   -0.003344508688,  -0.0002926065993,      -0.388401946
          0,           0,          77,      -4.660255387,      -7.659821838,     -0.7868218447,      -1.395404205,       -2.43758084,       2.824298771,      -4.356589019,   0.0007759756663,  -0.0003002697797,   -0.003432099236,   1.137810451e-12,    0.000252291619,   -0.002883706355,   0.0007759756663,   -0.003432099236,  -0.0003002697797,     -0.3869577265
          0,           0,          78,      -4.661619418,      -7.661185872,     -0.7886485214,      -1.386023701,      -2.428212471,       2.822950952,      -4.317875897,   0.0007990743172,  -0.0003080291049,   -0.003520788726,   1.212455684e-12,   0.0002587049315,    -0.00295701085,   0.0007990743172,   -0.003520788726,  -0.0003080291049,     -0.3854824242
          0,           0,          79,      -4.663188909,      -7.662755367,     -0.7906797652,      -1.377203627,      -2.419405705,       2.821399728,      -4.267092636,   0.0008226562679,  -0.0003158790399,    -0.00361051389,   1.290521348e-12,   0.0002651765673,   -0.003030981982,   0.0008226562679,    -0.00361051389,  -0.0003158790399,      -0.383974513
          0,           0,          80,      -4.664998007,      -7.664564469,     -0.7929513187,      -1.368923692,      -2.411140661,       2.819611134,      -4.203790832,   0.0008467216573,  -0.0003238139546,   -0.003701210377,   1.371934492e-12,   0.0002717000625,    -0.00310554587,   0.0008467216573,   -0.003701210377,  -0.0003238139546,     -0.3824325879
          0,           0,          81,      -4.667078311,       -7.66664478,      -0.795496597,      -1.361161829,      -2.403395187,       2.817553614,        -4.1288797,   0.0008712707956,  -0.0003318281588,   -0.003792813147,   1.456573158e-12,   0.0002782689678,   -0.003180628798,   0.0008712707956,   -0.003792813147,  -0.0003318281588,     -0.3808553672
          0,           0,          82,      -4.669458649,      -7.669025125,     -0.7983464659,      -1.353894028,      -2.396144996,       2.815198245,      -4.044313987,   0.0008963042615,  -0.0003399159523,   -0.003885257045,   1.544273841e-12,   0.0002848768764,   -0.003256157535,   0.0008963042615,   -0.003885257045,  -0.0003399159523,     -0.3792417005
          0,           0,          83,      -4.672165171,      -7.671731657,     -0.8015291937,       -1.34709772,      -2.389367375,       2.812518636,      -3.952467479,   0.0009218122377,  -0.0003480714547,    -0.00397847486,    1.63482927e-12,   0.0002915173657,   -0.003332058671,   0.0009218122377,    -0.00397847486,  -0.0003480714547,     -0.3775947427
