VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,   "rms[Rho_1]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,          84,       -4.67522141,      -7.674787907,     -0.8050704659,      -1.340751814,      -2.383040792,       2.809490878,       -3.85578654,   0.0009477514405,   -0.000356288056,   -0.004072391039,   1.727990562e-12,   0.0002981838968,   -0.003408257467,   0.0009477514405,   -0.004072391039,   -0.000356288056,     -0.3759298491
          0,           0,          85,      -4.678648476,      -7.678214984,     -0.8089934109,      -1.334838549,      -2.377147296,       2.806093342,      -3.757138205,   0.0009740490294,  -0.0003645580003,    -0.00416691693,   1.823471442e-12,   0.0003048696899,   -0.003484676428,   0.0009740490294,    -0.00416691693,  -0.0003645580003,     -0.3742706879
          0,           0,          86,      -4.682464981,      -7.682031503,     -0.8133185715,      -1.329342252,      -2.371670849,       2.802306761,      -3.658868075,    0.001000640612,  -0.0003728729856,   -0.004261957643,   1.920953757e-12,   0.0003115677831,    -0.00356123598,    0.001000640612,   -0.004261957643,  -0.0003728729856,     -0.3726342716
          0,           0,          87,      -4.686687314,      -7.686253851,     -0.8180640349,      -1.324252564,      -2.366600849,       2.798113955,      -3.562413972,    0.001027494551,  -0.0003812249095,   -0.004357420566,   2.020099601e-12,    0.000318271055,   -0.003637854725,    0.001027494551,   -0.004357420566,  -0.0003812249095,     -0.3710237775
          0,           0,          88,      -4.691329131,      -7.690895685,     -0.8232451563,      -1.319560585,      -2.361928148,       2.793500337,      -3.468299052,    0.001054592453,  -0.0003896058665,   -0.004453215337,   2.120547715e-12,   0.0003249721944,   -0.003714449094,    0.001054592453,   -0.004453215337,  -0.0003896058665,      -0.369437374
          0,           0,          89,      -4.696401356,      -7.695967928,     -0.8288742439,      -1.315262899,      -2.357649175,       2.788453907,      -3.376594727,    0.001081918488,    -0.00039800758,   -0.004549247357,   2.221900724e-12,   0.0003316635106,   -0.003790931185,    0.001081918488,   -0.004549247357,    -0.00039800758,     -0.3678720571
          0,           0,          90,      -4.701911303,      -7.701477894,     -0.8349597321,      -1.311358483,      -2.353762774,       2.782966126,      -3.287182074,    0.001109468652,  -0.0004064218886,   -0.004645423341,   2.323778814e-12,   0.0003383369515,   -0.003867208958,    0.001109468652,   -0.004645423341,  -0.0004064218886,     -0.3663212005
          0,           0,          91,      -4.707861539,       -7.70742815,     -0.8415049022,      -1.307849031,       -2.35027059,       2.777033035,      -3.199813537,    0.001137242772,  -0.0004148404454,   -0.004741647881,   2.425800253e-12,    0.000344983981,    -0.00394318485,    0.001137242772,   -0.004741647881,  -0.0004148404454,     -0.3647773859
          0,           0,          92,      -4.714248411,      -7.713815044,     -0.8485061093,       -1.30473999,      -2.347178096,       2.770656717,      -3.114220299,     0.00116524242,  -0.0004232544904,    -0.00483782085,   2.527525769e-12,    0.000351595439,   -0.004018754157,     0.00116524242,    -0.00483782085,  -0.0004232544904,     -0.3632329917
          0,           0,          93,      -4.721059361,      -7.720626016,     -0.8559499438,      -1.302038021,      -2.344491989,       2.763847974,      -3.030140605,    0.001193475519,  -0.0004316552389,   -0.004933841841,   2.628524306e-12,   0.0003581615218,   -0.004093804823,    0.001193475519,   -0.004933841841,  -0.0004316552389,     -0.3616791731
          0,           0,          94,      -4.728269321,      -7.727835998,     -0.8638092066,      -1.299750777,      -2.342220063,       2.756629925,      -2.947327756,    0.001221945256,  -0.0004400329199,   -0.005029599168,   2.728345949e-12,   0.0003646715331,   -0.004168214588,    0.001221945256,   -0.005029599168,  -0.0004400329199,     -0.3601085382
          0,           0,          95,      -4.735835781,      -7.735402479,     -0.8720372778,      -1.297886647,      -2.340370976,       2.749042961,      -2.865588687,    0.001250652745,  -0.0004483768383,   -0.005124970587,   2.826562177e-12,   0.0003711137663,   -0.004241849647,    0.001250652745,   -0.005124970587,  -0.0004483768383,      -0.358514256
          0,           0,          96,      -4.743691776,      -7.743258495,     -0.8805604256,      -1.296452655,      -2.338952024,         2.7411518,       -2.78474728,    0.001279599377,  -0.0004566732167,   -0.005219798621,   2.923249865e-12,   0.0003774721619,   -0.004314526438,    0.001279599377,   -0.005219798621,  -0.0004566732167,     -0.3568876516
          0,           0,          97,      -4.751738024,       -7.75130476,     -0.8892688345,      -1.295456261,       -2.33797132,       2.733053525,      -2.704652911,    0.001308780981,  -0.0004649076411,   -0.005313918519,   3.017386934e-12,   0.0003837306528,   -0.004386061312,    0.001308780981,   -0.005313918519,  -0.0004649076411,     -0.3552218803
          0,           0,          98,      -4.759830027,      -7.759396775,     -0.8980021821,      -1.294900094,      -2.337431789,       2.724890535,       -2.62518496,    0.001338197279,    -0.00047306541,   -0.005407162239,   3.108031393e-12,   0.0003898723623,    -0.00445626137,    0.001338197279,   -0.005407162239,    -0.00047306541,     -0.3535094694
          0,           0,          99,      -4.767760081,      -7.767326835,     -0.9065299746,      -1.294777383,      -2.337326954,       2.716868963,      -2.546236702,    0.001367835566,  -0.0004811265386,   -0.005499301357,   3.195672705e-12,   0.0003958744199,   -0.004524865198,    0.001367835566,   -0.005499301357,  -0.0004811265386,     -0.3517429656
          0,           0,         100,      -4.775235666,      -7.774802417,     -0.9145279237,      -1.295068576,       -2.33763794,       2.709280988,      -2.467723053,    0.001397685927,  -0.0004890719647,   -0.005590117988,   3.281366991e-12,   0.0004017154033,   -0.004591627941,    0.001397685927,   -0.005590117988,  -0.0004890719647,     -0.3499154963
          0,           0,         101,      -4.781911261,      -7.781477996,      -0.921615848,      -1.295715693,      -2.338309069,        2.70247543,      -2.389573188,    0.001427740069,  -0.0004968827372,   -0.005679395523,   3.366089423e-12,   0.0004073738876,    -0.00465630471,    0.001427740069,   -0.005679395523,  -0.0004968827372,     -0.3480204471
          0,           0,         102,      -4.787469335,      -7.787036039,     -0.9274430296,      -1.296675374,      -2.339296943,       2.696775985,      -2.311728314,    0.001457986347,  -0.0005045380671,    -0.00576689634,   3.449906898e-12,   0.0004128266202,   -0.004718629725,    0.001457986347,    -0.00576689634,  -0.0005045380671,     -0.3460512976
          0,           0,         103,       -4.79159741,       -7.79116407,     -0.9316665088,        -1.2979026,      -2.340554961,       2.692503578,      -2.234138627,    0.001488416467,  -0.0005120191722,   -0.005852405759,   3.533153609e-12,   0.0004180526195,   -0.004778363167,    0.001488416467,   -0.005852405759,  -0.0005120191722,     -0.3440026252
          0,           0,         104,      -4.794007927,      -7.793574526,     -0.9339767514,      -1.299335873,      -2.342018786,       2.689956515,      -2.156764922,    0.001519022755,  -0.0005193066343,   -0.005935701827,   3.616080091e-12,   0.0004230304365,   -0.004835259874,    0.001519022755,   -0.005935701827,  -0.0005193066343,     -0.3418688973
          0,           0,         105,      -4.794541291,      -7.794107815,     -0.9342104014,      -1.300924212,      -2.343635355,       2.689306455,      -2.079573747,    0.001549801141,  -0.0005263833251,   -0.006016588769,    3.69863118e-12,   0.0004277412468,   -0.004889104679,    0.001549801141,   -0.006016588769,  -0.0005263833251,     -0.3396457204
          0,           0,         106,      -4.793094455,       -7.79266089,      -0.932273111,      -1.302610365,      -2.345344871,       2.690667243,      -2.002538438,    0.001580748073,   -0.000533231928,   -0.006094868654,   3.780989035e-12,   0.0004321661376,   -0.004939681409,    0.001580748073,   -0.006094868654,   -0.000533231928,      -0.337328849
          0,           0,         107,      -4.789641866,      -7.789208204,     -0.9281609509,       -1.30433547,      -2.347085731,       2.694073077,      -1.925637414,    0.001611861787,  -0.0005398357891,   -0.006170351129,   3.856642486e-12,   0.0004362868425,   -0.004986781278,    0.001611861787,   -0.006170351129,  -0.0005398357891,     -0.3349144408
          0,           0,         108,      -4.784231516,       -7.78379775,     -0.9219555994,      -1.306021222,      -2.348777321,       2.699482298,      -1.848853136,    0.001643144107,  -0.0005461793301,   -0.006242858131,   3.927732919e-12,   0.0004400861088,   -0.005030207088,    0.001643144107,   -0.006242858131,  -0.0005461793301,     -0.3323989221
          0,           0,         109,      -4.776963068,      -7.776529196,     -0.9137944649,      -1.307592427,      -2.350340909,       2.706797604,      -1.772171785,    0.001674593028,  -0.0005522448572,   -0.006312187419,   3.994158596e-12,   0.0004435442227,   -0.005069733508,    0.001674593028,   -0.006312187419,  -0.0005522448572,      -0.329778548
          0,           0,         110,      -4.767986493,      -7.767552515,     -0.9038665218,      -1.308964605,      -2.351687726,        2.71586819,      -1.695582493,     0.00170621195,  -0.0005580173948,   -0.006378167823,   4.055701204e-12,   0.0004466447172,   -0.005105172321,     0.00170621195,   -0.006378167823,  -0.0005580173948,     -0.3270504551
          0,           0,         111,      -4.757477796,      -7.757043716,     -0.8923842222,      -1.310053931,      -2.352727617,       2.726514325,      -1.619077059,    0.001738006996,  -0.0005634826499,   -0.006440635972,    4.11218633e-12,   0.0004493717541,   -0.005136342492,    0.001738006996,   -0.006440635972,  -0.0005634826499,     -0.3242119573
          0,           0,         112,       -4.73142045,      -7.730986254,     -0.8644034206,      -1.308402138,      -2.351157019,       2.753012478,      -1.542649486,    0.001769834692,  -0.0005685435988,    -0.00649848288,   4.163479648e-12,   0.0004516087922,   -0.005161911953,    0.001769834692,    -0.00649848288,  -0.0005685435988,     -0.3212410748
          0,           0,         113,      -4.686935686,      -7.686501419,     -0.8173902339,       -1.30142843,       -2.34451527,       2.798280406,       -1.46629572,     0.00180158191,  -0.0005731193796,   -0.006550784292,   4.208352217e-12,   0.0004532586217,   -0.005180769589,     0.00180158191,   -0.006550784292,  -0.0005731193796,     -0.3181200791
          0,           0,         114,      -4.634487658,      -7.634053367,     -0.7626933391,      -1.289736922,      -2.333288699,        2.85151053,      -1.390013763,     0.00183312845,  -0.0005771252976,   -0.006596572142,   4.254968312e-12,   0.0004542327889,    -0.00519190437,     0.00183312845,   -0.006596572142,  -0.0005771252976,     -0.3148308006
          0,           0,         115,      -4.584942004,      -7.584507726,     -0.7115777434,      -1.275188115,      -2.319149389,       2.901683646,      -1.313803498,    0.001864504936,  -0.0005805586359,   -0.006635815376,   4.298295248e-12,     0.00045452511,   -0.005195245614,    0.001864504936,   -0.006635815376,  -0.0005805586359,     -0.3113741479
          0,           0,         116,      -4.535369423,      -7.534935171,     -0.6607959079,      -1.257264109,      -2.301593041,       2.951761473,      -1.237666191,    0.001895575281,  -0.0005833251973,   -0.006667437315,   4.338020793e-12,   0.0004540348006,    -0.00518964135,    0.001895575281,   -0.006667437315,  -0.0005833251973,      -0.307729903
          0,           0,         117,      -4.490458258,      -7.490024042,     -0.6150515535,      -1.237917435,      -2.281692035,       2.997042068,      -1.161604677,    0.001926286165,  -0.0005853767297,   -0.006690886435,   4.363503914e-12,   0.0004527008209,   -0.005174393892,    0.001926286165,   -0.006690886435,  -0.0005853767297,     -0.3038887681
          0,           0,         118,      -4.452097915,      -7.451663737,     -0.5761445667,      -1.218989689,       -2.26197755,       3.035654959,       -1.08562293,    0.001956709803,  -0.0005867346025,   -0.006706406991,   4.374702276e-12,   0.0004505657579,   -0.005149990011,    0.001956709803,   -0.006706406991,  -0.0005867346025,     -0.2998577518
          0,           0,         119,      -4.418877153,      -7.418443012,     -0.5425470792,      -1.200872423,       -2.24259822,       3.069044724,      -1.009726689,    0.001986844861,  -0.0005873804578,    -0.00671378915,   4.383873805e-12,    0.000447617842,   -0.005116295178,    0.001986844861,    -0.00671378915,  -0.0005873804578,     -0.2956347873
          0,           0,         120,       -4.39132398,      -7.390889876,     -0.5147455296,      -1.184616436,      -2.224974495,       3.096704613,     -0.9339237334,    0.002016798251,  -0.0005873564133,   -0.006713514319,   4.389573879e-12,    0.000443899226,   -0.005073791202,    0.002016798251,   -0.006713514319,  -0.0005873564133,     -0.2912321117
          0,           0,         121,      -4.367653845,      -7.367219773,      -0.490896242,      -1.169908346,      -2.208819743,       3.120434947,     -0.8582246481,     0.00204658199,  -0.0005866533126,    -0.00670547784,   4.383887832e-12,    0.000439421814,    -0.00502261415,     0.00204658199,    -0.00670547784,  -0.0005866533126,     -0.2866502859
          0,           0,         122,      -4.348910375,      -7.348476335,      -0.472045892,      -1.157665285,      -2.195293555,       3.139202738,     -0.7826442683,    0.002076442284,  -0.0005853924098,   -0.006691065655,   4.377601933e-12,   0.0004343196532,   -0.004964296187,    0.002076442284,   -0.006691065655,  -0.0005853924098,     -0.2819208674
          0,           0,         123,      -4.334021839,      -7.333587828,     -0.4570909119,      -1.147716846,      -2.184214108,       3.154083202,     -0.7072042437,     0.00210649373,  -0.0005836271419,    -0.00667088855,   4.361977113e-12,   0.0004286688792,   -0.004899707545,     0.00210649373,    -0.00667088855,  -0.0005836271419,     -0.2770609443
          0,           0,         124,      -4.322283126,      -7.321849142,     -0.4453131939,       -1.13978925,      -2.175306088,       3.165789892,     -0.6319406783,    0.002136853757,  -0.0005814150792,   -0.006645604557,    4.34648107e-12,   0.0004225441929,   -0.004829702062,    0.002136853757,   -0.006645604557,  -0.0005814150792,      -0.272089317
          0,           0,         125,      -4.313826317,       -7.31339236,     -0.4368450876,      -1.134060694,      -2.168788398,       3.174194303,     -0.5569056128,     0.00216771226,  -0.0005788634239,   -0.006616439003,   4.331234206e-12,   0.0004160574999,   -0.004755558823,     0.00216771226,   -0.006616439003,  -0.0005788634239,     -0.2670388661
          0,           0,         126,      -4.307823591,      -7.307389657,     -0.4308451936,      -1.130137524,      -2.164184798,       3.180126377,     -0.4821948417,    0.002199096231,  -0.0005760069428,   -0.006583789274,   4.309563882e-12,   0.0004092607342,   -0.004677871436,    0.002199096231,   -0.006583789274,  -0.0005760069428,     -0.2619289392
          0,           0,         127,      -4.303896678,      -7.303462766,     -0.4269320081,      -1.127779623,      -2.161301572,       3.183969012,     -0.4079814576,    0.002231076558,  -0.0005728974144,   -0.006548247202,   4.288942758e-12,   0.0004022172448,   -0.004597363987,    0.002231076558,   -0.006548247202,  -0.0005728974144,     -0.2567807063
          0,           0,         128,      -4.302054942,      -7.301621051,     -0.4251171119,      -1.126970263,      -2.160109245,       3.185715278,     -0.3344410071,    0.002263767616,  -0.0005696178398,   -0.006510761492,   4.269622835e-12,    0.000395007914,   -0.004514960959,    0.002263767616,   -0.006510761492,  -0.0005696178398,     -0.2516238132
          0,           0,         129,      -4.301896985,      -7.301463113,     -0.4249942852,      -1.127465727,      -2.160301181,       3.185767945,     -0.2618334612,    0.002297253006,  -0.0005662086444,    -0.00647179421,   4.246431263e-12,   0.0003876783899,   -0.004431184118,    0.002297253006,    -0.00647179421,  -0.0005662086444,     -0.2464720441
          0,           0,         130,      -4.303165117,      -7.302731262,     -0.4263042986,      -1.129070614,      -2.161701074,       3.184386953,     -0.1901926741,    0.002331616156,  -0.0005627088087,   -0.006431790904,   4.225303601e-12,    0.000380272856,   -0.004346538479,    0.002331616156,   -0.006431790904,  -0.0005627088087,      -0.241338527
          0,           0,         131,      -4.305723195,      -7.305289355,     -0.4289117174,      -1.131644173,      -2.164169853,       3.181710823,      -0.119538248,    0.002366957843,  -0.0005591675244,    -0.00639131384,   4.206495247e-12,    0.000372839443,   -0.004261574181,    0.002366957843,    -0.00639131384,  -0.0005591675244,      -0.236238903
          0,           0,         132,      -4.309485778,      -7.309051952,     -0.4327319401,      -1.135088279,      -2.167575056,       3.177826155,    -0.04989215792,    0.002403371603,  -0.0005556307494,   -0.006350888316,   4.185778079e-12,   0.0003654206818,   -0.004176777354,    0.002403371603,   -0.006350888316,  -0.0005556307494,     -0.2311880313
          0,           0,         133,      -4.314268526,      -7.313834712,     -0.4375805172,      -1.139219828,      -2.171700556,       3.172918049,     0.01872112637,    0.002440914843,   -0.000552125408,   -0.006310822079,   4.168021603e-12,   0.0003580441685,   -0.004092463423,    0.002440914843,   -0.006310822079,   -0.000552125408,     -0.2261960959
          0,           0,         134,      -4.320053417,      -7.319619609,     -0.4434535128,      -1.143538505,      -2.176113081,       3.167003109,     0.08627458968,     0.00247966449,  -0.0005486901137,   -0.006271556485,     4.1532011e-12,   0.0003507438177,   -0.004009020033,     0.00247966449,   -0.006271556485,  -0.0005486901137,     -0.2212759492
          0,           0,         135,      -4.326111853,      -7.325678049,     -0.4496100845,      -1.147753808,      -2.180532318,       3.160828613,      0.1527386415,    0.002519663271,   -0.000545345706,   -0.006233329729,   4.141314315e-12,   0.0003435419209,   -0.003926701977,    0.002519663271,   -0.006233329729,   -0.000545345706,     -0.2164359469
          0,           0,         136,      -4.332591478,      -7.332157675,     -0.4562014769,      -1.151911937,      -2.184954169,       3.154243165,      0.2180811583,    0.002560965435,  -0.0005421205131,   -0.006196465605,   4.128786627e-12,   0.0003364622805,   -0.003845781318,    0.002560965435,   -0.006196465605,  -0.0005421205131,     -0.2116859938
          0,           0,         137,      -4.339230556,       -7.33879675,     -0.4629685839,      -1.155637608,      -2.188994748,       3.147513604,      0.2822675881,    0.002603597394,  -0.0005390287978,   -0.006161127136,   4.119373918e-12,   0.0003295186264,    -0.00376641499,    0.002603597394,   -0.006161127136,  -0.0005390287978,     -0.2070323158
          0,           0,         138,      -4.345823475,      -7.345389664,     -0.4696968082,      -1.159054286,      -2.192753181,       3.140854849,       0.345261117,    0.002647611017,  -0.0005361001968,   -0.006127653072,   4.113106911e-12,   0.0003227331333,    -0.00368885645,    0.002647611017,   -0.006127653072,  -0.0005361001968,     -0.2024845014
          0,           0,         139,      -4.352546014,      -7.352112198,     -0.4765618655,      -1.162355367,      -2.196366537,       3.134083826,      0.4070229564,      0.0026930421,  -0.0005333569602,   -0.006096297733,   4.109918578e-12,   0.0003161226568,   -0.003613298359,      0.0026930421,   -0.006096297733,  -0.0005333569602,     -0.1980499897
          0,           0,         140,      -4.359223818,      -7.358789994,     -0.4833846113,      -1.165512412,      -2.199778513,       3.127375847,      0.4675127155,    0.002739891048,     -0.0005308034,   -0.006067110405,   4.109743402e-12,   0.0003096937507,   -0.003539815627,    0.002739891048,   -0.006067110405,     -0.0005308034,     -0.1937315721
          0,           0,         141,      -4.365953843,      -7.365520011,     -0.4902578955,      -1.168767989,      -2.203158255,       3.120630963,      0.5266888512,     0.00278815884,  -0.0005284457676,   -0.006040162541,   4.109817299e-12,   0.0003034522881,   -0.003468475384,     0.00278815884,   -0.006040162541,  -0.0005284457676,       -0.18953216
          0,           0,         142,      -4.372895405,      -7.372461565,     -0.4973458047,      -1.172138002,      -2.206352948,       3.113683034,      0.5845092443,    0.002837851849,  -0.0005262949567,   -0.006015578658,   4.112269663e-12,   0.0002974056759,   -0.003399362291,    0.002837851849,   -0.006015578658,  -0.0005262949567,     -0.1854554025
          0,           0,         143,      -4.380033281,      -7.379599428,     -0.5046346992,      -1.175560675,      -2.209360433,       3.106546878,      0.6409318699,    0.002888981147,  -0.0005243661551,   -0.005993532352,    4.11807858e-12,   0.0002915632035,   -0.003332582526,    0.002888981147,   -0.005993532352,  -0.0005243661551,     -0.1815055649
          0,           0,         144,      -4.387357648,      -7.386923778,      -0.512108128,      -1.179232668,      -2.212468252,       3.099232267,       0.695915506,    0.002941550329,  -0.0005226721614,   -0.005974169914,   4.126933812e-12,   0.0002859324875,   -0.003268223148,    0.002941550329,   -0.005974169914,  -0.0005226721614,     -0.1776859489
          0,           0,         145,      -4.394945835,      -7.394511935,     -0.5198464924,      -1.183125652,       -2.21554349,       3.091657249,      0.7494205214,    0.002995551116,  -0.0005212209783,   -0.005957582813,   4.137941731e-12,   0.0002805179997,    -0.00320633527,    0.002995551116,   -0.005957582813,  -0.0005212209783,     -0.1739983589
          0,           0,         146,      -4.402646935,      -7.402212973,     -0.5276958543,      -1.187141452,      -2.218541913,        3.08397288,       0.801409628,    0.003050939515,  -0.0005200026657,   -0.005943657433,   4.150395902e-12,   0.0002753152188,   -0.003146867213,    0.003050939515,   -0.005943657433,  -0.0005200026657,     -0.1704401753
          0,           0,         147,      -4.410491222,      -7.410057127,     -0.5356851797,      -1.191341202,      -2.221669506,       3.076147984,      0.8518486424,    0.003107679075,  -0.0005190131228,   -0.005932346906,   4.143872069e-12,   0.0002703217504,   -0.003089791608,    0.003107679075,   -0.005932346906,  -0.0005190131228,     -0.1670098843
          0,           0,         148,      -4.418550107,      -7.418115725,       -0.54388449,      -1.195832555,      -2.225083732,       3.068109448,      0.9007066498,    0.003165749608,  -0.0005182589337,   -0.005923726483,   4.138745995e-12,   0.0002655403456,   -0.003035139903,    0.003165749608,   -0.005923726483,  -0.0005182589337,     -0.1637081254
          0,           0,         149,      -4.426857523,      -7.426422515,     -0.5523311205,       -1.20053811,      -2.228638592,       3.059820186,      0.9479550598,    0.003225123829,  -0.0005177447567,   -0.005917849412,   4.135528089e-12,   0.0002609724755,   -0.002982928909,    0.003225123829,   -0.005917849412,  -0.0005177447567,     -0.1605348458
          0,           0,         150,      -4.435453019,      -7.435016674,      -0.561061846,      -1.205559164,      -2.232560066,       3.051238903,      0.9935666295,    0.003285768547,  -0.0005174738201,   -0.005914752591,   4.133951935e-12,   0.0002566188811,   -0.002933167098,    0.003285768547,   -0.005914752591,  -0.0005174738201,     -0.1574894314
          0,           0,         151,      -4.444394447,      -7.443955314,     -0.5701374463,      -1.210853166,      -2.236836711,       3.042304469,       1.037520693,    0.003347645121,  -0.0005174476032,    -0.00591445293,   4.133815619e-12,   0.0002524792915,   -0.002885851373,    0.003347645121,    -0.00591445293,  -0.0005174476032,     -0.1545706263
          0,           0,         152,      -4.453628716,      -7.453183909,     -0.5795037424,       -1.21637322,      -2.241442834,       3.033070244,       1.079805034,    0.003410710925,   -0.000517666207,   -0.005916951581,   4.134877871e-12,   0.0002485526964,   -0.002840970187,    0.003410710925,   -0.005916951581,   -0.000517666207,     -0.1517766291
          0,           0,         153,      -4.462937841,       -7.46248176,     -0.5889392427,      -1.221943487,      -2.246143253,       3.023754742,       1.120414608,    0.003474880734,  -0.0005181069198,    -0.00592198895,   4.134965455e-12,   0.0002448276982,   -0.002798393262,    0.003474880734,    -0.00592198895,  -0.0005181069198,     -0.1491006338
          0,           0,         154,      -4.472399924,      -7.471921855,     -0.5985221788,      -1.227622538,      -2.251070118,        3.01427997,       1.159351429,    0.003540106664,  -0.0005187679897,   -0.005929545013,   4.136082435e-12,   0.0002413022754,   -0.002758097496,    0.003540106664,   -0.005929545013,  -0.0005187679897,     -0.1465402144
          0,           0,         155,      -4.482023174,      -7.481502753,      -0.608260834,      -1.233386976,       -2.25621097,       3.004636603,        1.19662429,    0.003606341908,  -0.0005196485177,   -0.005939609493,   4.138143849e-12,   0.0002379747823,   -0.002720064076,    0.003606341908,   -0.005939609493,  -0.0005196485177,     -0.1440929704
          0,           0,         156,      -4.491793793,      -7.491192244,     -0.6181415344,      -1.239188223,      -2.261522417,       2.994838079,        1.23224833,    0.003673538099,  -0.0005207468266,   -0.005952163219,   4.141007515e-12,   0.0002348432224,   -0.002684270183,    0.003673538099,   -0.005952163219,  -0.0005207468266,     -0.1417562068
          0,           0,         157,      -4.501664322,      -7.500907101,     -0.6281173182,      -1.244933112,      -2.266901405,       2.984932465,       1.266244462,    0.003741645397,  -0.0005220604279,    -0.00596717775,   4.144410885e-12,   0.0002319052575,   -0.002650689091,    0.003741645397,    -0.00596717775,  -0.0005220604279,     -0.1395269654
          0,           0,         158,      -4.511562827,      -7.510504812,     -0.6381145995,      -1.250556435,      -2.272256761,        2.97499309,       1.298638695,    0.003810613114,  -0.0005235861839,   -0.005984617218,   4.148559826e-12,   0.0002291583246,   -0.002619291506,    0.003810613114,   -0.005984617218,  -0.0005235861839,     -0.1374020842
          0,           0,         159,      -4.521474874,      -7.519830303,     -0.6481168156,      -1.256059394,       -2.27761847,       2.965034454,       1.329461388,    0.003880389808,  -0.0005253203514,   -0.006004438842,   4.153433611e-12,   0.0002265997177,   -0.002590046495,    0.003880389808,   -0.006004438842,  -0.0005253203514,     -0.1353782422
          0,           0,         160,      -4.531348875,      -7.528553722,     -0.6580702831,      -1.261402582,      -2.282937529,       2.955108387,       1.358746463,    0.003950916725,  -0.0005272550184,   -0.006026552186,   4.156544024e-12,   0.0002242250484,   -0.002562903901,    0.003950916725,   -0.006026552186,  -0.0005272550184,     -0.1334513115
          0,           0,         161,      -4.541074393,      -7.536027344,     -0.6678607053,      -1.266522141,      -2.288142078,       2.945325866,       1.386530614,    0.004022122035,  -0.0005293748209,   -0.006050781638,   4.160156243e-12,   0.0002220269944,   -0.002537780029,    0.004022122035,   -0.006050781638,  -0.0005293748209,     -0.1316158029
          0,           0,         162,      -4.550646641,      -7.541247512,     -0.6774829096,      -1.271389915,      -2.293196914,       2.935692251,       1.412852534,    0.004093949906,    -0.00053167298,   -0.006077049716,   4.164295516e-12,   0.0002200019283,   -0.002514633418,    0.004093949906,   -0.006077049716,    -0.00053167298,      -0.129867974
          0,           0,         163,      -4.560013547,      -7.542424944,     -0.6868863967,      -1.275893149,      -2.297954976,       2.926260465,       1.437752205,    0.004166348935,  -0.0005341452581,   -0.006105307982,    4.16881453e-12,   0.0002181473578,    -0.00249343558,    0.004166348935,   -0.006105307982,  -0.0005341452581,     -0.1282046383
          0,           0,         164,      -4.569094231,      -7.536752579,     -0.6959852768,      -1.280038614,      -2.302432321,       2.917113659,       1.461270268,    0.004239268462,  -0.0005367877331,   -0.006135511609,   4.173916285e-12,   0.0002164612764,   -0.002474163581,    0.004239268462,   -0.006135511609,  -0.0005367877331,      -0.126622727
          0,           0,         165,      -4.577856946,      -7.520554244,     -0.7047447823,      -1.283836854,      -2.306630729,       2.908284373,       1.483447513,    0.004312656824,  -0.0005395961699,   -0.006167612188,   4.179602983e-12,   0.0002149419592,   -0.002456797706,    0.004312656824,   -0.006167612188,  -0.0005395961699,     -0.1251191996
          0,           0,         166,        -4.5862777,      -7.490099105,     -0.7131385537,       -1.28729309,      -2.310539502,       2.899797198,       1.504324484,    0.004386459878,  -0.0005425653699,   -0.006201550297,   4.185855138e-12,   0.0002135866189,   -0.002441306096,    0.004386459878,   -0.006201550297,  -0.0005425653699,     -0.1236909455
          0,           0,         167,      -4.593899558,       -7.44304472,     -0.7206977259,      -1.290208822,      -2.313974476,       2.892124986,       1.523941239,    0.004460661188,  -0.0005457112619,   -0.006237508007,   4.192662314e-12,   0.0002124184218,   -0.002427953542,    0.004460661188,   -0.006237508007,  -0.0005457112619,     -0.1223386487
          0,           0,         168,      -4.601066053,       -7.38056247,     -0.7277708925,      -1.292806929,      -2.317104867,       2.884912151,       1.542337242,    0.004535199702,  -0.0005490261425,   -0.006275397264,   4.200121936e-12,   0.0002114326628,   -0.002416686266,    0.004535199702,   -0.006275397264,  -0.0005490261425,     -0.1210588681
          0,           0,         169,      -4.607750216,      -7.306216457,     -0.7343297191,      -1.295087218,      -2.319906359,       2.878186099,       1.559551393,    0.004610001808,  -0.0005524960404,   -0.006315058377,   4.205098499e-12,   0.0002106207985,   -0.002407406614,    0.004610001808,   -0.006315058377,  -0.0005524960404,     -0.1198472503
          0,           0,         170,      -4.613573342,      -7.224547951,     -0.7399877793,      -1.296887218,      -2.322225775,       2.872340649,       1.575622165,    0.004685036127,  -0.0005561313791,   -0.006356610487,   4.210322294e-12,   0.0002100013966,   -0.002400326819,    0.004685036127,   -0.006356610487,  -0.0005561313791,     -0.1187037547
          0,           0,         171,      -4.617732137,      -7.139642232,     -0.7439387284,      -1.297708185,      -2.323641878,       2.868191613,         1.5905878,    0.004760228955,  -0.0005599204556,   -0.006399919829,   4.215992778e-12,   0.0002095700987,   -0.002395397061,    0.004760228955,   -0.006399919829,  -0.0005599204556,     -0.1176246901
